Kolumna1,id_ucznia,wersja_ankiety,obserwacja,zdolny_u,c_nauki,nr_klasy,nr_ucznia,plec,studia_m,studia_t,praca_m,zawod_matki,praca_o,zawod_ojciec,ocena_matematyka,ocena_jezyk_polski,ocena_przyroda,zawod_u,klasyfikacja_z,p_12_4,p_13_a_2_4,p_13_b_2_4,p_13_c_2_4,p_13_d_2_4,p_13_e_4,p_13_f_4,p_13_g_4,p_13_h_2_4,p_13_i_1_2_4,p_13_j_2_4,p_13_k_1_2_4,p_14_a_4,p_14_b_1_2_4,p_15_a_2_4,p_15_b_2_4,p_16_2_4,p_17_a_4,p_17_b_4,p_17_c_4,p_17_d_4,p_17_e_4,p_17_f_4,p_18_a_4,p_18_b_4,p_18_c_4,p_18_d_4,p_18_e_4,p_18_f_4,p_19_a_1_2_4,p_19_b_4,p_19_c_4,p_19_d_4,p_19_e_4,p_19_f_4,p_19_g_4,p_19_h_4,p_19_i_2_4,p_19_j_2_4,p_19_k_4,p_20_a,p_20_b,p_20_c,p_20_d,p_20_e,p_20_f,k_studia_m,k_studia_t,k_ocena_m,k_ocena_jp,k_ocena_prz,k_p_12_4,k_p_14_a_4,k_p_15_a_2_4,k_p_16_2_4,k_p_17_a_4,k_p_17_b_4,k_p_17_c_4,k_p_17_d_4,k_p_17_e_4,k_p_17_f_4,k_p_18_a_4,k_p_18_b_4,k_p_18_c_4,k_p_18_d_4,k_p_18_e_4,k_p_18_f_4,k_p_19_b_4,k_p_19_c_4,k_p_19_d_4,k_p_19_g_4,k_p_19_h_4,k_p_19_k_4,k_sum_4
104,910,czwarta wersja,tak,nie,Centrum Nauki Kopernik,9,10,dziewczyna,nie,nie,tak,rolnik,tak,slusarz,3,4,3,akrobata,calkowicie niezwiazany z science,raz w tygodniu,nie,nie,tak,nie,nie,nie,nie,nie,,nie,nie,nie wiem,,nie,,duzo (od 20 do 50),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),raz lub dwa razy w miesiacu,kilka razy w roku,raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),raz w tygodniu,raz w tygodniu,prawie codziennie,raz w tygodniu,raz w tygodniu,kilka razy w roku,zdecydowanie sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,nie,nie,nie,nie,tak,nie,0,0,2,3,2,3,0,0,2,0,0,2,1,2,0,3,3,4,3,3,1,3,3,3,3,3,3,52
105,911,czwarta wersja,tak,nie,Centrum Nauki Kopernik,9,11,dziewczyna,nie wiem,nie wiem,tak,krawcowa,tak,sprzedawca,4,5,4,jezdziec konny,calkowicie niezwiazany z science,raz lub dwa razy w miesiacu,nie,nie,tak,nie,nie,nie,nie,nie,,nie,nie,tak,Kawaii Jons,tak,Kawaii Jons,bardzo duzo (wiecej niz 50 do 100),kilka razy w roku,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,kilka razy w roku,kilka razy w roku,kilka razy w roku,raz lub dwa razy w miesiacu,raz lub dwa razy w miesiacu,kilka razy w roku,kilka razy w roku,nigdy albo rzadko (raz w roku),raczej sie nie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,ani sie zgadzam ani sie nie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,tak,nie,nie,nie,nie,nie,0,0,3,4,3,2,4,4,3,1,0,0,1,1,1,1,2,2,1,1,0,4,3,2,3,4,4,54
106,912,czwarta wersja,nie,nie,Centrum Nauki Kopernik,9,12,chlopak,nie wiem,nie wiem,tak,sprzedawca,tak,sprzedawca,2,3,4,kierowca,calkowicie niezwiazany z science,raz lub dwa razy w miesiacu,nie,nie,nie,nie,nie,nie,nie,nie,,tak,nie,nie,,nie,,duzo (od 20 do 50),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),kilka razy w roku,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),raczej sie nie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie nie zgadzam,raczej sie nie zgadzam,raczej sie nie zgadzam,raczej sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,raczej sie nie zgadzam,raczej sie nie zgadzam,raczej sie zgadzam,nie,tak,nie,nie,nie,nie,0,0,1,2,3,2,0,0,2,0,0,0,1,2,0,1,0,0,0,0,0,3,3,1,1,2,3,27
107,913,czwarta wersja,nie,nie,Centrum Nauki Kopernik,9,13,chlopak,nie wiem,nie wiem,tak,sprzedawca,tak,kierowca,4,4,4,fotograf,calkowicie niezwiazany z science,raz lub dwa razy w miesiacu,tak,nie,tak,tak,tak,nie,nie,nie,,nie,nie,nie,,nie,,duzo (od 20 do 50),raz lub dwa razy w miesiacu,kilka razy w roku,nigdy albo rzadko (raz w roku),kilka razy w roku,kilka razy w roku,kilka razy w roku,raz w tygodniu,raz lub dwa razy w miesiacu,raz lub dwa razy w miesiacu,kilka razy w roku,raz lub dwa razy w miesiacu,kilka razy w roku,raczej sie zgadzam,raczej sie zgadzam,ani sie zgadzam ani sie nie zgadzam,raczej sie zgadzam,raczej sie nie zgadzam,raczej sie nie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,nie,tak,tak,tak,nie,nie,0,0,3,3,3,2,0,0,2,2,1,0,1,1,1,3,2,2,1,2,1,3,2,3,3,3,3,47
108,1001,czwarta wersja,nie,nie,Centrum Nauki Kopernik,10,1,dziewczyna,nie,tak,tak,sprzedawca,nie,,3,4,3,informatyk,bezposrdnio zwiazany z science,raz lub dwa razy w miesiacu,nie,nie,nie,tak,nie,nie,nie,nie,,nie,nie,nie,,nie,,duzo (od 20 do 50),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,kilka razy w roku,nigdy albo rzadko (raz w roku),raz w tygodniu,kilka razy w roku,kilka razy w roku,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),raczej sie nie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,ani sie zgadzam ani sie nie zgadzam,zdecydowanie sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,nie,nie,tak,nie,nie,nie,0,4,2,3,2,2,0,0,2,0,0,0,1,1,0,3,1,1,0,0,0,4,3,2,4,3,3,41
109,1002,czwarta wersja,nie,nie,Centrum Nauki Kopernik,10,2,chlopak,nie wiem,nie wiem,tak,rolnik,tak,rolnik,6,5,6,sportowiec,calkowicie niezwiazany z science,raz w tygodniu,tak,tak,tak,nie,nie,tak,nie,nie,,nie,nie,nie,,nie,,duzo (od 20 do 50),raz w tygodniu,nigdy albo rzadko (raz w roku),kilka razy w roku,raz lub dwa razy w miesiacu,kilka razy w roku,kilka razy w roku,raz w tygodniu,raz w tygodniu,raz w tygodniu,prawie codziennie,raz w tygodniu,kilka razy w roku,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,nie,nie,nie,nie,nie,tak,0,0,5,4,5,3,0,0,2,3,0,1,2,1,1,3,3,3,4,3,1,3,3,3,3,3,3,62
110,1003,czwarta wersja,nie,nie,Centrum Nauki Kopernik,10,3,chlopak,nie wiem,nie wiem,tak,"sprzedawca, rolnik",tak,hadlowiec,3,3,3,weterynarz,posrednio zwiazany z science,prawie codziennie,nie,nie,tak,nie,nie,tak,nie,nie,,nie,nie,nie wiem,,nie,,duzo (od 20 do 50),raz w tygodniu,kilka razy w roku,nigdy albo rzadko (raz w roku),kilka razy w roku,kilka razy w roku,nigdy albo rzadko (raz w roku),prawie codziennie,raz lub dwa razy w miesiacu,raz lub dwa razy w miesiacu,raz w tygodniu,raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),ani sie zgadzam ani sie nie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,ani sie zgadzam ani sie nie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,nie,tak,nie,nie,nie,nie,0,0,2,2,2,4,0,0,2,3,1,0,1,1,0,4,2,2,3,2,0,4,4,3,4,3,3,52
112,1005,czwarta wersja,tak,nie,Centrum Nauki Kopernik,10,5,dziewczyna,nie wiem,nie wiem,tak,laczy kable,nie wiem,,4,5,6,naukowiec,bezposrdnio zwiazany z science,prawie codziennie,tak,nie,nie,nie,nie,nie,nie,nie,,nie,nie,nie,,nie,,cale mnostwo (wiecej niz 100),raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,kilka razy w roku,kilka razy w roku,prawie codziennie,prawie codziennie,kilka razy w roku,kilka razy w roku,kilka razy w roku,nigdy albo rzadko (raz w roku),raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,nie,tak,tak,nie,nie,nie,0,0,3,4,5,4,0,0,4,2,0,0,1,1,1,4,4,1,1,1,0,4,4,3,4,4,3,58
113,1006,czwarta wersja,tak,nie,Centrum Nauki Kopernik,10,6,dziewczyna,nie wiem,nie wiem,tak,sprzedawca,tak,stolarz,2,3,3,fryzjerka,calkowicie niezwiazany z science,prawie codziennie,nie,tak,tak,nie,nie,nie,nie,nie,,nie,nie,nie,,nie,,duzo (od 20 do 50),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),raz lub dwa razy w miesiacu,kilka razy w roku,nigdy albo rzadko (raz w roku),kilka razy w roku,prawie codziennie,raz w tygodniu,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),raczej sie nie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie nie zgadzam,raczej sie nie zgadzam,raczej sie nie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,nie,tak,tak,nie,nie,nie,0,0,1,2,2,4,0,0,2,0,0,2,1,0,1,4,3,0,0,0,0,4,3,3,1,3,3,39
114,1007,czwarta wersja,nie,nie,Centrum Nauki Kopernik,10,7,dziewczyna,nie,nie,tak,sprzedawca,tak,sprzedawca,4,5,5,"informatyk, fryzjer, kosmetyczka",dualizm odpowiedzi,raz lub dwa razy w miesiacu,tak,tak,tak,tak,nie,tak,nie,nie,,nie,nie,nie,,nie,,duzo (od 20 do 50),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,kilka razy w roku,kilka razy w roku,prawie codziennie,kilka razy w roku,raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,ani sie zgadzam ani sie nie zgadzam,raczej sie nie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,nie,tak,tak,nie,nie,nie,0,0,3,4,4,2,0,0,2,0,0,0,1,1,1,4,1,2,0,0,0,4,3,2,4,3,3,44
115,1008,czwarta wersja,nie,nie,Centrum Nauki Kopernik,10,8,chlopak,tak,tak,tak,rolnik,tak,nieczytelne pismo,6,6,6,hodowca zwierzat,posrednio zwiazany z science,prawie codziennie,tak,tak,tak,nie,nie,nie,nie,nie,,nie,nie,nie,,nie,,cale mnostwo (wiecej niz 100),raz w tygodniu,raz w tygodniu,raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),raz w tygodniu,nigdy albo rzadko (raz w roku),raz w tygodniu,raz w tygodniu,raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),kilka razy w roku,raz w tygodniu,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie nie zgadzam,raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,NA,NA,zdecydowanie sie zgadzam,tak,nie,nie,nie,nie,nie,4,4,5,5,5,4,0,0,4,3,3,2,0,3,0,3,3,2,0,1,3,4,4,4,3,4,4,77
116,1009,czwarta wersja,nie,nie,Centrum Nauki Kopernik,10,9,chlopak,nie wiem,nie wiem,tak,laczy kable,tak,slusarz,4,4,5,mechanik i lakiernik,calkowicie niezwiazany z science,nigdy albo rzadko (raz w roku),tak,tak,nie,nie,nie,nie,nie,nie,,nie,nie,nie,,nie,,cale mnostwo (wiecej niz 100),raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),prawie codziennie,raz lub dwa razy w miesiacu,kilka razy w roku,kilka razy w roku,raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),zdecydowanie sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,nie,nie,nie,nie,nie,tak,0,0,3,3,4,0,0,0,4,2,0,0,1,0,0,4,2,1,1,2,0,3,4,4,3,3,3,47
117,1010,czwarta wersja,tak,nie,Centrum Nauki Kopernik,10,10,dziewczyna,nie,nie,tak,sprzedawca,tak,murarz,4,5,5,nieczytelne pismo,nie wiem,raz lub dwa razy w miesiacu,nie,nie,nie,nie,nie,nie,nie,tak,roznie,nie,nie,tak,kuzynka,nie,,bardzo duzo (wiecej niz 50 do 100),raz lub dwa razy w miesiacu,raz lub dwa razy w miesiacu,kilka razy w roku,kilka razy w roku,kilka razy w roku,kilka razy w roku,prawie codziennie,prawie codziennie,raz w tygodniu,raz w tygodniu,raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,ani sie zgadzam ani sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,nie,nie,nie,nie,nie,tak,0,0,3,4,4,2,4,0,3,2,2,1,1,1,1,4,4,3,3,2,0,4,4,2,4,4,3,65
118,1011,czwarta wersja,nie,nie,Centrum Nauki Kopernik,10,11,chlopak,nie wiem,nie wiem,tak,nie wie,nie,,4,1,3,stolarz,calkowicie niezwiazany z science,nigdy albo rzadko (raz w roku),nie,nie,nie,nie,nie,nie,nie,nie,,tak,nie,nie,,nie,,nie ma ani jednej,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),raz lub dwa razy w miesiacu,kilka razy w roku,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),NA,zdecydowanie sie zgadzam,raczej sie nie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie nie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,tak,nie,nie,nie,nie,nie,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,NA,1,3,4,4,3,4,NA
119,1012,czwarta wersja,nie,nie,Centrum Nauki Kopernik,10,12,dziewczyna,nie wiem,nie wiem,tak,w transporcie,tak,w internecie,3,4,3,cukiernik,calkowicie niezwiazany z science,raz lub dwa razy w miesiacu,nie,tak,nie,nie,nie,nie,nie,nie,,nie,nie,nie wiem,,nie,,duzo (od 20 do 50),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,raz w tygodniu,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,nie,tak,nie,nie,nie,nie,0,0,2,3,2,2,0,0,2,0,0,1,3,0,0,1,0,0,0,0,0,3,3,3,3,3,3,34
120,1013,czwarta wersja,nie,nie,Centrum Nauki Kopernik,10,13,dziewczyna,nie wiem,nie wiem,tak,krawcowa,tak,sprawdza czy jest wszystk,3,3,1,"tancerka, nauczycielka wf, sprzedawca",calkowicie niezwiazany z science,raz lub dwa razy w miesiacu,tak,tak,nie,nie,nie,nie,nie,nie,,nie,nie,nie,,nie,,bardzo duzo (wiecej niz 50 do 100),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,raz w tygodniu,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie nie zgadzam,raczej sie nie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,raczej sie nie zgadzam,raczej sie zgadzam,raczej sie zgadzam,nie,tak,tak,nie,nie,nie,0,0,2,2,0,2,0,0,3,0,0,2,0,0,1,3,0,0,0,0,0,4,3,3,4,3,3,35
121,1014,czwarta wersja,nie,nie,Centrum Nauki Kopernik,10,14,dziewczyna,nie wiem,nie wiem,tak,w gospodarstwie,tak,w gospodarstwie,3,5,5,kosmetyczka,calkowicie niezwiazany z science,raz lub dwa razy w miesiacu,tak,nie,nie,nie,nie,nie,nie,nie,,nie,tak,nie,,nie,,duzo (od 20 do 50),nigdy albo rzadko (raz w roku),kilka razy w roku,nigdy albo rzadko (raz w roku),kilka razy w roku,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),kilka razy w roku,nigdy albo rzadko (raz w roku),kilka razy w roku,nigdy albo rzadko (raz w roku),raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,ani sie zgadzam ani sie nie zgadzam,raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,nie,tak,nie,nie,nie,nie,0,0,2,4,4,2,0,0,2,0,1,0,1,0,0,2,0,1,0,1,0,4,4,3,3,4,3,41
122,1015,czwarta wersja,nie,nie,Centrum Nauki Kopernik,10,15,dziewczyna,nie,nie,tak,krawcowa,tak,stolarz,2,3,4,fryzjerka,calkowicie niezwiazany z science,raz w tygodniu,tak,nie,tak,nie,nie,nie,nie,nie,,nie,nie,nie wiem,,nie,,duzo (od 20 do 50),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),raz lub dwa razy w miesiacu,prawie codziennie,nigdy albo rzadko (raz w roku),raz w tygodniu,raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),raczej sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,raczej sie nie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,nie,tak,nie,nie,nie,nie,0,0,1,2,3,3,0,0,2,0,0,0,1,0,0,2,4,0,3,2,0,4,4,3,3,3,3,43
123,1016,czwarta wersja,nie,nie,Centrum Nauki Kopernik,10,16,dziewczyna,nie wiem,nie wiem,tak,sprzedawca,NA,,3,4,5,"medycyna, policjatnka lub rolnik",dualizm odpowiedzi,kilka razy w roku,tak,tak,tak,tak,nie,nie,nie,nie,,nie,nie,tak,wujek i ciocia,nie,,bardzo duzo (wiecej niz 50 do 100),kilka razy w roku,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),prawie codziennie,raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),kilka razy w roku,kilka razy w roku,nigdy albo rzadko (raz w roku),raczej sie nie zgadzam,zdecydowanie sie zgadzam,ani sie zgadzam ani sie nie zgadzam,zdecydowanie sie nie zgadzam,raczej sie nie zgadzam,raczej sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,nie,tak,tak,nie,nie,nie,0,0,2,3,4,1,4,0,3,1,0,0,1,0,0,4,2,0,1,1,0,4,2,0,2,3,3,41
124,1017,czwarta wersja,tak,nie,Centrum Nauki Kopernik,10,17,dziewczyna,nie wiem,nie wiem,tak,sprzedawca,tak,tokarz,2,3,4,fryzjerka,calkowicie niezwiazany z science,raz lub dwa razy w miesiacu,nie,tak,tak,nie,nie,nie,nie,nie,,nie,nie,nie wiem,,nie,,kilka (mniej niz 20),raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),kilka razy w roku,kilka razy w roku,raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),prawie codziennie,raz lub dwa razy w miesiacu,prawie codziennie,raz lub dwa razy w miesiacu,raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),ani sie zgadzam ani sie nie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,nie,nie,nie,nie,nie,nie,0,0,1,2,3,2,0,0,1,2,0,1,1,2,0,4,2,4,2,2,0,3,3,3,3,3,3,47
125,1018,czwarta wersja,nie,nie,Centrum Nauki Kopernik,10,18,chlopak,nie wiem,nie wiem,nie,gospodyni domowa,tak,stolarz,6,6,6,piekarz,calkowicie niezwiazany z science,prawie codziennie,tak,tak,tak,nie,nie,nie,nie,nie,,nie,nie,nie,,nie,,bardzo duzo (wiecej niz 50 do 100),raz w tygodniu,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,kilka razy w roku,nigdy albo rzadko (raz w roku),raz w tygodniu,kilka razy w roku,raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),kilka razy w roku,nigdy albo rzadko (raz w roku),raczej sie zgadzam,zdecydowanie sie zgadzam,ani sie zgadzam ani sie nie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,nie,tak,tak,nie,nie,nie,0,0,5,5,5,4,0,0,3,3,0,0,1,1,0,3,1,2,0,1,0,4,2,4,3,4,3,54
126,1019,czwarta wersja,nie,nie,Centrum Nauki Kopernik,10,19,chlopak,nie wiem,nie wiem,tak,polozna,tak,kierowca,5,5,5,prawnik,calkowicie niezwiazany z science,nigdy albo rzadko (raz w roku),nie,nie,nie,nie,nie,nie,nie,nie,,tak,nie,nie,,nie,,kilka (mniej niz 20),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),raz lub dwa razy w miesiacu,raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),raz w tygodniu,prawie codziennie,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,kilka razy w roku,ani sie zgadzam ani sie nie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,ani sie zgadzam ani sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,nie,tak,tak,tak,nie,nie,0,0,4,4,4,0,0,0,1,0,0,0,2,2,0,3,4,0,0,1,1,4,4,2,2,4,3,45
127,1020,czwarta wersja,nie,nie,Centrum Nauki Kopernik,10,20,dziewczyna,tak,nie,tak,wdraza systemy integracy,tak,zastepca kierownika,5,5,5,architekt wnetrz,calkowicie niezwiazany z science,raz lub dwa razy w miesiacu,nie,nie,tak,tak,nie,nie,nie,nie,,nie,nie,nie,,nie,,cale mnostwo (wiecej niz 100),raz lub dwa razy w miesiacu,nigdy albo rzadko (raz w roku),raz w tygodniu,kilka razy w roku,kilka razy w roku,kilka razy w roku,raz w tygodniu,prawie codziennie,kilka razy w roku,nigdy albo rzadko (raz w roku),raz w tygodniu,kilka razy w roku,raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,ani sie zgadzam ani sie nie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,raczej sie zgadzam,zdecydowanie sie zgadzam,raczej sie zgadzam,nie,tak,tak,nie,tak,nie,4,0,4,4,4,2,0,0,4,2,0,3,1,1,1,3,4,1,0,3,1,4,3,4,4,3,3,63
128,1021,czwarta wersja,nie,nie,Centrum Nauki Kopernik,10,21,chlopak,nie wiem,nie,tak,sprzedawca,tak,stolarz,NA,NA,NA,stolarz,calkowicie niezwiazany z science,raz w tygodniu,nie,tak,nie,nie,nie,nie,nie,nie,,nie,nie,nie,,nie,,kilka (mniej niz 20),nigdy albo rzadko (raz w roku),raz w tygodniu,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),kilka razy w roku,kilka razy w roku,nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),nigdy albo rzadko (raz w roku),zdecydowanie sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,zdecydowanie sie nie zgadzam,raczej sie zgadzam,raczej sie nie zgadzam,raczej sie nie zgadzam,raczej sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,ani sie zgadzam ani sie nie zgadzam,raczej sie zgadzam,nie,tak,nie,nie,nie,nie,0,0,NA,NA,NA,3,0,0,1,0,3,0,0,0,0,0,1,1,0,0,0,2,0,3,1,2,3,NA
